author,content,created_at,postLink,Sentiment_Score,Sentiment_Label
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨1 - kosa
2nd - walz
3rd - shapiro
4th - venezuela
5th - 審判
6th - pam
7th - nbc
8th - 体操
9th - syndrome
10th - swimming
(tap/click to see all posts on Bluesky featuring that word!)

#FreePalestine 🇵🇸",2024-07-31T01:10:36.636Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kyk53kamr22c,0.2714,Positive
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨1 - simone
️⚠️💨1 - creepy
3rd - walz
4th - biles
5th - schlaf
6th - medal
7th - kink
8th - 地震
9th - weirdos
10th - slur
(tap/click to see all posts on Bluesky featuring that word!)

#FreePalestine 🇵🇸",2024-07-30T20:20:34.926Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kyjmuwofrg2j,0.4753,Positive
buffa-channel.bsky.social,"【テニス】世界2位C.ガウフが疑惑の判定に涙の猛抗議も覆らず3回戦敗退【パリ五輪】
buffa-channel.com/archives/194...

#ガウフ #Gauff #テニス #Tennis #疑惑の判定 #五輪 #Olympics #パリ2024 #オリンピック",2024-07-30T15:42:11.563Z,https://bsky.app/profile/buffa-channel.bsky.social/post/3kyj5d6qpet25,0.0,Neutral
globalvoters.bsky.social,"Coco Gauff ousted at Paris Olympics in third round match marred by controversial call - USA TODAY: * Coco Gauff ousted at Paris Olympics in third round match marred by controversial call  USA TODAY
 * 2024 Paris Olympics live updates: Team USA's Coco Gauff knocked out of women's tennis singles  NBC…",2024-07-30T13:27:27.000Z,https://bsky.app/profile/globalvoters.bsky.social/post/3kyivsa7ltx2j,-0.3818,Negative
betftw.bsky.social,"#Olympic tennis fans rallied behind a teary-eyed Coco Gauff after a bad call led to heated exchange with umpire

#Olympics #PARIS2024 #Tennis #CocoGauff 

ftw.usatoday.com/2024/07/coco...",2024-07-30T13:18:58.120Z,https://bsky.app/profile/betftw.bsky.social/post/3kyivczwils25,-0.5423,Negative
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨1 - supper
️⚠️💨1 - mocking
3rd - リメイク
4th - expansion
5th - くま
6th - stalin
7th - アップデート
8th - southport
9th - marriage
10th - georgia
(tap/click to see all posts on Bluesky featuring that word!)

#ListenToBlackVoices",2024-07-30T13:10:40.881Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kyiuu7knks2j,-0.2942,Negative
euromaidanpress.bsky.social,"Elina Svitolina bounces back to defeat Jessica Pegula 2-1 in the 2024 Olympics tennis second round

After dropping the first set 3-6, Svitolina showed her fighting spirit to overcome the fifth seed. Next up is Wimbledon champ Krejcikova.",2024-07-30T07:30:00.000Z,https://bsky.app/profile/euromaidanpress.bsky.social/post/3kyicbf5t4324,-0.1779,Negative
benborges.xyz,"Ukraine at Olympics: Ukrainian athletes to compete in tennis, football, boxing on July 30: https://benborges.xyz/2024/07/30/083059.html",2024-07-30T06:30:59.000Z,https://bsky.app/profile/benborges.xyz/post/3kyicblfva42y,0.0,Neutral
byteseu.bsky.social,"S. Korea Fails to Advance to Finals of Table Tennis Mixed Doubles Finals in Paris

https://www.byteseu.com/297825/

Photo : YONHAP News South Korea’s Lim Jong-hoon and Shin Yu-bin have failed to advance to table tennis mixed doubles finals in the Paris 2024 Olympics after being defeated by …",2024-07-30T06:26:12.000Z,https://bsky.app/profile/byteseu.bsky.social/post/3kyi6b24ume2f,-0.8481,Negative
news-feed.bsky.social,"@KyivPost: 🎾Ukrainian tennis player Elina #Svitolina defeated American Jessica Pegula (6-4, 1-6, 3-6) and advanced to the third round of the 2024 #Olympics.",2024-07-29T21:44:20.864Z,https://bsky.app/profile/news-feed.bsky.social/post/3kyhb3se3kr2x,-0.2732,Negative
acjsissons.bsky.social,We need to talk about how many swimming medals there are at the Olympics and how to reduce it…,2024-07-29T20:51:08.330Z,https://bsky.app/profile/acjsissons.bsky.social/post/3kyh64nr3hz2d,0.0,Neutral
searyanc.dev,"2024: Summer Olympics (marathon, horses, bikes)
2025: Indoor Olympics (table tennis, gymnastics)
2026: Winter Olympics (ice and snow stuff)
2027: Nerd/STEM Olympics (chess, robot fights)",2024-07-29T17:22:27.880Z,https://bsky.app/profile/searyanc.dev/post/3kygshk5tbi2j,0.0,Neutral
euwatch.live,Djokovic defeats Nadal in second round men’s tennis singles at 2024 Paris Olympics,2024-07-29T17:15:00.356Z,https://bsky.app/profile/euwatch.live/post/3kygs26gxms24,-0.3182,Negative
news-feed.bsky.social,@euronews: Djokovic defeats Nadal in second round men’s tennis singles at 2024 Paris Olympics https://t.co/g5RvUZYoJF https://t.co/L9qNfqoUZv,2024-07-29T16:29:57.451Z,https://bsky.app/profile/news-feed.bsky.social/post/3kygpjmsgpo2y,-0.3182,Negative
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨1 - weirdos
️⚠️💨1 - 2024/07/29
️⚠️💨1 - tiger
️⚠️💨1 - aug
5th - 日付
6th - williams
7th - weirdo
8th - olympic
9th - 五輪
10th - tennis
(tap/click to see all posts on Bluesky featuring that word!)

#ListenToBlackVoices",2024-07-29T15:10:49.377Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kygl44o4db2y,-0.5255,Negative
leemeade.bsky.social,"Andy Murray and a Madman Ending 
@Olympics #tennis 
popcorntennis.com/2024/07/29/a...",2024-07-29T12:30:11.583Z,https://bsky.app/profile/leemeade.bsky.social/post/3kygc4wbhf32j,0.0,Neutral
emmadelay.bsky.social,"Mario and Sonic at the Paris 2024 Olympic Games Nintendo Switch Release Date

#Olympics #OlympicGames #OlympischeSpelen #OlympicOpeningCeremony #Olympics2024Paris #Olympia2024 #games #tennis #OlympicGamesParis2024 

www.asianewstimes.com/global/mario...",2024-07-29T10:47:56.057Z,https://bsky.app/profile/emmadelay.bsky.social/post/3kyg4g2kdey2k,0.0,Neutral
news-feed.bsky.social,"@AFP: Olympics Topshots - 1.

@AFP photographers capture the action on Day 2 of the 2024 Paris #Olympics:

- Fencing at the Grand Palais
- Boxing at the North Paris Arena
- Surfing on the French Polynesian Island of Tahiti
- Table tennis at South Paris Arena https://t.co/1EajNyUnKP",2024-07-29T02:03:04.597Z,https://bsky.app/profile/news-feed.bsky.social/post/3kyf73jqhmh2y,0.4588,Positive
news-feed.bsky.social,@guardian: Paris 2024 Olympics day two: Peaty shares 100m breaststroke silver after Murray keeps tennis career alive – as it happened https://t.co/jTQYSdtDoZ,2024-07-29T01:54:32.658Z,https://bsky.app/profile/news-feed.bsky.social/post/3kyf6mbinqt26,0.5859,Positive
ukrnws.bsky.social,"📰 Kalinina not to play in tennis tournament at 2024 Olympics

🔗 https://www.ukrinform.net/rubric-sports/3889745-kalinina-not-to-play-in-tennis-tournament-at-2024-olympics.html

#News #RussianInvasion #RussianWar #Ukraine",2024-07-29T00:20:54.732Z,https://bsky.app/profile/ukrnws.bsky.social/post/3kyezetvvps2l,-0.2584,Negative
ukrnws.bsky.social,"📰 Ukrainian tennis player Daiana Yastremska wins in first round of 2024 Olympics

🔗 https://www.pravda.com.ua/eng/news/2024/07/28/7467823/

#News #RussianInvasion #RussianWar #Ukraine",2024-07-28T21:42:48.125Z,https://bsky.app/profile/ukrnws.bsky.social/post/3kyeqk4rox72a,0.5719,Positive
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨1 - rugby
2nd - horses
3rd - basketball
4th - olympics
5th - olympic
6th - nbc
7th - civility
8th - worker
9th - tênis
10th - supported
(tap/click to see all posts on Bluesky featuring that word!)

#ListenToBlackVoices",2024-07-28T18:10:41.010Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kyeeosvdqy26,0.5255,Positive
collectingall.bsky.social,"∀ Olympic Women's Tennis 2024: Saturday Round of 64 Bracket Results, Scores, Reaction http://blog.collecti... #Tennis #Women39sTennis #SummerOlympics #BreakingNews #Olympics",2024-07-27T21:04:12.000Z,https://bsky.app/profile/collectingall.bsky.social/post/3kyc5w6ya5626,0.0,Neutral
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨1 - volleyball
2nd - walz
3rd - tennis
4th - shapiro
5th - blank
6th - wolverine
7th - traurig
8th - schlaf
9th - olympics
10th - olympic
(tap/click to see all posts on Bluesky featuring that word!)

#ListenToBlackVoices",2024-07-27T20:30:37.051Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kyc424jldq2k,0.2714,Positive
globalvoters.bsky.social,"Team USA wins first medals in 2024 Paris Olympics: NBC News' Tom Llamas recaps the first day of the 2024 Paris Olympics competition after the opening ceremony so far, including the first medal winners from Team USA and an upset by North Korea in table tennis. ",2024-07-27T19:12:35.000Z,https://bsky.app/profile/globalvoters.bsky.social/post/3kybxolvyuk23,0.8074,Positive
